song_name	artist_name	acousticness	danceability	energy	instrumentalness	liveness	loudness	speechiness	tempo	valence	genre_name	
Yearnin’ For You	49 Winchester	0.08609999716	0.3560000062	0.9319999814	0.000002290000111	0.126000002	-5.56799984	0.05990000069	200.1150055	0.7440000176	country	3
Everlasting Lover	49 Winchester	0.4410000145	0.4420000017	0.4090000093	0.00001350000002	0.09690000117	-6.730999947	0.03269999847	135.9190063	0.150000006	country	3
Foggy Eye	49 Winchester	0.0540000014	0.4629999995	0.7129999995	0	0.08659999818	-5.393000126	0.03119999915	83.06500244	0.47299999	country	3
Hays, Kansas	49 Winchester	0.4120000005	0.4869999886	0.5080000162	0	0.1790000051	-3.960999966	0.02779999934	127.1579971	0.2430000007	country	3
She's Kinda Hot	5 Seconds of Summer	0.001850000001	0.6650000215	0.9089999795	0	0.1089999974	-4.806000233	0.03159999847	118.0299988	0.8909999728	alternative	0
Youngblood	5 Seconds of Summer	0.01689999923	0.5970000029	0.8539999723	0	0.123999998	-5.113999844	0.4629999995	120.276001	0.1519999951	alternative	0
Lie To Me (feat. Julia Michaels)	5 Seconds of Summer	0.01319999993	0.6119999886	0.5199999809	0	0.1049999967	-5.445000172	0.03460000083	159.9320068	0.7720000148	alternative	0
Who Do You Love	5 Seconds of Summer	0.00791000016	0.5099999905	0.8349999785	0	0.2189999968	-4.672999859	0.04470000044	140.0240021	0.4350000024	alternative	0
She Looks So Perfect	5 Seconds of Summer	0.0005690000253	0.4939999878	0.9509999752	0	0.3269999921	-4.236999989	0.1319999993	160.0249939	0.4410000145	alternative	0
Remember The Name (feat. Eminem & 50 Cent)	50 Cent	0.1350000054	0.8519999981	0.6660000086	0	0.7979999781	-6.922999859	0.1840000004	91.04599762	0.726000011	rap	2
Belong to You (feat. 6LACK)	6LACK	0.273999989	0.6050000191	0.5529999733	0.01520000026	0.1840000004	-10.84500027	0.1010000035	152.076004	0.6200000048	electronic	7
Belong to You (feat. 6LACK)	6LACK	0.273999989	0.6050000191	0.5529999733	0.01520000026	0.1840000004	-10.84500027	0.1010000035	152.076004	0.6200000048	r&b	6
Belong to You (feat. 6LACK)	6LACK	0.273999989	0.6050000191	0.5529999733	0.01520000026	0.1840000004	-10.84500027	0.1010000035	152.076004	0.6200000048	rap	2
Calling My Phone	6LACK	0.451000005	0.9070000052	0.3930000067	0.000001350000048	0.1350000054	-7.636000156	0.05389999971	104.9489975	0.202000007	rap	2
Calling My Phone	6LACK	0.451000005	0.9070000052	0.3930000067	0.000001350000048	0.1350000054	-7.636000156	0.05389999971	104.9489975	0.202000007	r&b	6
Calling My Phone	6LACK	0.451000005	0.9070000052	0.3930000067	0.000001350000048	0.1350000054	-7.636000156	0.05389999971	104.9489975	0.202000007	electronic	7
OTW	6LACK	0.1829999983	0.65200001	0.6779999733	0.00003260000085	0.1059999987	-6.183000088	0.05409999937	72.98899841	0.2800000012	rap	2
OTW	6LACK	0.1829999983	0.65200001	0.6779999733	0.00003260000085	0.1059999987	-6.183000088	0.05409999937	72.98899841	0.2800000012	r&b	6
OTW	6LACK	0.1829999983	0.65200001	0.6779999733	0.00003260000085	0.1059999987	-6.183000088	0.05409999937	72.98899841	0.2800000012	electronic	7
Pent Up	88 Fingers Louie	0.00001999999949	0.1850000024	0.9919999838	0.0001039999988	0.324000001	-4.499000072	0.1049999967	170.7969971	0.3120000064	punk	8
Knock It Off	88 Fingers Louie	0.0006389999762	0.4939999878	0.9869999886	0.000007000000096	0.4399999976	-3.717000008	0.06409999728	169.9830017	0.5389999747	punk	8
Turned to Grey	88 Fingers Louie	0.00006500000018	0.4769999981	0.9610000253	0.00007370000094	0.06859999895	-3.371000051	0.05040000007	171.9120026	0.601000011	punk	8
Meds	88 Fingers Louie	0.0002039999963	0.5820000172	0.9850000143	0	0.3950000107	-3.609999895	0.06819999963	127.0059967	0.6639999747	punk	8
Summer Photos	88 Fingers Louie	0.0001250000059	0.5040000081	0.7950000167	0	0.08320000023	-2.665999889	0.08060000092	189.6959991	0.8679999709	punk	8
Advice Column	88 Fingers Louie	0.000006130000202	0.3959999979	0.9940000176	0.006190000102	0.09499999881	-4.053999901	0.06539999694	157.9810028	0.3930000067	punk	8
100 Proof	88 Fingers Louie	0.000006300000223	0.4959999919	0.9869999886	0.00006600000052	0.1209999993	-2.717999935	0.04580000043	115.9079971	0.5299999714	punk	8
Lie & Say I Love Her	93FEETOFSMOKE	0.2660000026	0.6809999943	0.52700001	0.00004650000119	0.1120000035	-7.580999851	0.04549999908	122.0569992	0.1169999987	indie	4
Lie & Say I Love Her	93FEETOFSMOKE	0.2660000026	0.6809999943	0.52700001	0.00004650000119	0.1120000035	-7.580999851	0.04549999908	122.0569992	0.1169999987	alternative	0
TOOTHPASTE - DEDLINE PHONK REMIX	93FEETOFSMOKE	0.1110000014	0.8659999967	0.7120000124	0	0.3199999928	-5.131000042	0.1120000035	140.0370026	0.7850000262	alternative	0
TOOTHPASTE - DEDLINE PHONK REMIX	93FEETOFSMOKE	0.1110000014	0.8659999967	0.7120000124	0	0.3199999928	-5.131000042	0.1120000035	140.0370026	0.7850000262	indie	4
cut the feedback!	93FEETOFSMOKE	0.4519999921	0.6549999714	0.753000021	0.00091599999	0.1379999965	-6.643000126	0.03020000085	80.98500061	0.3939999938	indie	4
cut the feedback!	93FEETOFSMOKE	0.4519999921	0.6549999714	0.753000021	0.00091599999	0.1379999965	-6.643000126	0.03020000085	80.98500061	0.3939999938	alternative	0
it never rains anymore	93FEETOFSMOKE	0.80400002	0.5479999781	0.1819999963	0	0.09759999812	-15.46000004	0.03079999983	86.37200165	0.5989999771	indie	4
it never rains anymore	93FEETOFSMOKE	0.80400002	0.5479999781	0.1819999963	0	0.09759999812	-15.46000004	0.03079999983	86.37200165	0.5989999771	alternative	0
PPL THT I LUV THE MOST	93FEETOFSMOKE	0.02119999938	0.5970000029	0.6420000196	0	0.09329999983	-7.096000195	0.0746999979	177.8509979	0.400000006	indie	4
PPL THT I LUV THE MOST	93FEETOFSMOKE	0.02119999938	0.5970000029	0.6420000196	0	0.09329999983	-7.096000195	0.0746999979	177.8509979	0.400000006	alternative	0
conversations	93FEETOFSMOKE	0.0006799999974	0.3409999907	0.949000001	0	0.07599999756	-3.75	0.2469999939	180.9759979	0.4449999928	alternative	0
conversations	93FEETOFSMOKE	0.0006799999974	0.3409999907	0.949000001	0	0.07599999756	-3.75	0.2469999939	180.9759979	0.4449999928	indie	4
oh hey, miss ur face	93FEETOFSMOKE	0.2910000086	0.7319999933	0.55400002	0	0.1209999993	-8.319999695	0.1909999996	153.0839996	0.2779999971	alternative	0
oh hey, miss ur face	93FEETOFSMOKE	0.2910000086	0.7319999933	0.55400002	0	0.1209999993	-8.319999695	0.1909999996	153.0839996	0.2779999971	indie	4
Look Back at It	A Boogie Wit da Hoodie	0.4070000052	0.7910000086	0.5870000124	0	0.1480000019	-5.074999809	0.04129999876	96.05699921	0.5360000134	rap	2
Startender (feat. Offset and Tyga)	A Boogie Wit da Hoodie	0.0234999992	0.7360000014	0.621999979	0	0.1509999931	-4.652999878	0.1330000013	191.970993	0.5059999824	rap	2
Just Stay	A Skylit Drive	0.007290000096	0.5199999809	0.8709999919	0	0.4539999962	-2.540999889	0.0326000005	114.0240021	0.2759999931	punk	8
Beach Bummer	A.C. Newman	0.5189999938	0.4370000064	0.3100000024	0.8640000224	0.09189999849	-14.23400021	0.0242999997	84.08399963	0.4059999883	alternative	0
Beach Bummer	A.C. Newman	0.5189999938	0.4370000064	0.3100000024	0.8640000224	0.09189999849	-14.23400021	0.0242999997	84.08399963	0.4059999883	indie	4
On The Table	A.C. Newman	0.2639999986	0.6869999766	0.9300000072	0.000246999989	0.4079999924	-4.322999954	0.03550000116	121.0599976	0.9559999704	alternative	0
On The Table	A.C. Newman	0.2639999986	0.6869999766	0.9300000072	0.000246999989	0.4079999924	-4.322999954	0.03550000116	121.0599976	0.9559999704	indie	4
Just Walking To The Dress Shop	A.C. Newman	0.003670000006	0.7870000005	0.5479999781	0.8610000014	0.1289999932	-11.54699993	0.03880000114	99.99900055	0.5759999752	indie	4
Just Walking To The Dress Shop	A.C. Newman	0.003670000006	0.7870000005	0.5479999781	0.8610000014	0.1289999932	-11.54699993	0.03880000114	99.99900055	0.5759999752	alternative	0
Drink To Be Me Babe Then	A.C. Newman	0.0111999996	0.625	0.6690000296	0.02089999989	0.1640000045	-6.116000175	0.02779999934	91.96199799	0.6660000086	indie	4
Drink To Be Me Babe Then	A.C. Newman	0.0111999996	0.625	0.6690000296	0.02089999989	0.1640000045	-6.116000175	0.02779999934	91.96199799	0.6660000086	alternative	0
Just Walking To The Dress Shop	A.C. Newman	0.005419999827	0.7870000005	0.5379999876	0.8859999776	0.1190000027	-11.5909996	0.04140000045	100.0019989	0.5299999714	alternative	0
Just Walking To The Dress Shop	A.C. Newman	0.005419999827	0.7870000005	0.5379999876	0.8859999776	0.1190000027	-11.5909996	0.04140000045	100.0019989	0.5299999714	indie	4
The Ballad Of Wallace And Chantry	A.C. Newman	0.9929999709	0.7149999738	0.3840000033	0.9580000043	0.08720000088	-13.27900028	0.03959999979	100.0029984	0.6119999886	alternative	0
The Ballad Of Wallace And Chantry	A.C. Newman	0.9929999709	0.7149999738	0.3840000033	0.9580000043	0.08720000088	-13.27900028	0.03959999979	100.0029984	0.6119999886	indie	4
Prophets	A.C. Newman	0.3869999945	0.3959999979	0.6349999905	0	0.2709999979	-5.664999962	0.03940000013	126.9810028	0.3059999943	indie	4
Prophets	A.C. Newman	0.3869999945	0.3959999979	0.6349999905	0	0.2709999979	-5.664999962	0.03940000013	126.9810028	0.3059999943	alternative	0
Boca Raton (with A$AP Ferg)	A$AP Ferg	0.1369999945	0.9079999924	0.6380000114	0.00001410000004	0.2199999988	-6.663000107	0.2210000008	130.0070038	0.3880000114	rap	2
SILVER TOOTH. (with A$AP Ferg)	A$AP Ferg	0.1459999979	0.9570000172	0.7850000262	0.000001170000019	0.03610000014	-5.831999779	0.2319999933	103.0250015	0.8859999776	rap	2
Walk On Water	A$AP Mob	0.08889999986	0.8999999762	0.5320000052	0	0.05330000073	-5.515999794	0.07440000027	140.022995	0.5920000076	rap	2
Hella Hoes (feat. A$AP Rocky, A$AP Ferg, A$AP Nast & A$AP Twelvyy)	A$AP Mob	0.3019999862	0.6330000162	0.8529999852	0	0.1519999951	-6.491000175	0.3889999986	130.0180054	0.5440000296	rap	2
Crazy Brazy	A$AP Mob	0.3199999928	0.7549999952	0.6290000081	0	0.126000002	-8.284000397	0.3120000064	143.0829926	0.5910000205	rap	2
Put That On My Set (feat. A$AP Rocky & Skepta)	A$AP Mob	0.112999998	0.7519999743	0.5469999909	0.0002490000043	0.1070000008	-8.555000305	0.07869999856	111.961998	0.1609999985	rap	2
Feels So Good	A$AP Mob	0.3330000043	0.8769999743	0.375	0.0103000002	0.1010000035	-10.82999992	0.3039999902	77.02799988	0.08320000023	rap	2
Energy (with A$AP Rocky & Sabrina Claudio)	A$AP Rocky	0.06260000169	0.6840000153	0.8619999886	0.0001860000048	0.126000002	-4.855000019	0.09560000151	120.0179977	0.2759999931	rap	2
Sundress	A$AP Rocky	0.1809999943	0.7210000157	0.7070000172	0.000003679999963	0.1430000067	-6.363999844	0.05950000137	125.0049973	0.7429999709	rap	2
Fashion Killa	A$AP Rocky	0.2919999957	0.800999999	0.8190000057	0	0.5149999857	-5.18900013	0.1580000073	139.9689941	0.8109999895	rap	2
The Weight - Live	Aaron Neville	0.2380000055	0.4169999957	0.8610000014	0.00002789999962	0.8820000291	-5.612999916	0.1010000035	70.3789978	0.2939999998	r&b	6
The Weight - Live	Aaron Neville	0.2380000055	0.4169999957	0.8610000014	0.00002789999962	0.8820000291	-5.612999916	0.1010000035	70.3789978	0.2939999998	soul	5
Ain't No Sunshine	Aaron Neville	0.6819999814	0.7239999771	0.2689999938	0.0001869999978	0.1169999987	-10.4289999	0.0390000008	127.9369965	0.3459999859	soul	5
Ain't No Sunshine	Aaron Neville	0.6819999814	0.7239999771	0.2689999938	0.0001869999978	0.1169999987	-10.4289999	0.0390000008	127.9369965	0.3459999859	r&b	6
Big Boy Toys	Aaron Tippin	0.1819999963	0.7459999919	0.8259999752	0	0.1360000074	-5.144000053	0.03420000151	117.9560013	0.6919999719	country	3
Workin' Man's Ph.D	Aaron Tippin	0.4359999895	0.699000001	0.7829999924	0.0001670000056	0.2560000122	-9.489999771	0.03209999949	123.4039993	0.8130000234	country	3
Take Cover	Acceptance	0.03880000114	0.3630000055	0.9150000215	0	0.09480000287	-3.77699995	0.05220000073	76.11299896	0.3939999938	alternative	0
So Contagious	Acceptance	0.1330000013	0.4110000134	0.7020000219	0	0.09730000049	-4.702000141	0.03339999914	178.4929962	0.4070000052	alternative	0
Perfect	Across the Atlantic	0.0001729999931	0.5569999814	0.9319999814	0.01960000023	0.09049999714	-6.254000187	0.06340000033	119.9710007	0.6869999766	punk	8
Lights	Across the Atlantic	0.004809999838	0.5279999971	0.9819999933	0	0.05090000108	-3.186000109	0.07819999754	107.0370026	0.4799999893	punk	8
Cutting Corners	Across the Atlantic	0.0001440000051	0.3540000021	0.9850000143	0.1659999937	0.4040000141	-4.704999924	0.2509999871	160.0980072	0.2529999912	punk	8
Hayal	Adam Cohen	0.7689999938	0.6169999838	0.3059999943	0.7599999905	0.1560000032	-13.87899971	0.03189999983	147.9889984	0.2310000062	folk	1
It¹s Her	Adam Cohen	0.4990000129	0.248999998	0.2080000043	0.8740000129	0.2610000074	-14.31700039	0.03339999914	101.2539978	0.04659999907	folk	1
I Need Your Needs	Adam Hattaway and the Haunters	0.0002770000137	0.5960000157	0.628000021	0.04219999909	0.1000000015	-8.786999702	0.02529999986	113.2030029	0.9440000057	indie	4
I Need Your Needs	Adam Hattaway and the Haunters	0.0002770000137	0.5960000157	0.628000021	0.04219999909	0.1000000015	-8.786999702	0.02529999986	113.2030029	0.9440000057	country	3
Waiting For the Chill	Adam Hattaway and the Haunters	0.2509999871	0.4210000038	0.2720000148	0	0.1829999983	-14.93799973	0.02859999985	146.076004	0.3230000138	country	3
Waiting For the Chill	Adam Hattaway and the Haunters	0.2509999871	0.4210000038	0.2720000148	0	0.1829999983	-14.93799973	0.02859999985	146.076004	0.3230000138	indie	4
Salt	Adam Hattaway and the Haunters	0.01159999985	0.5320000052	0.7979999781	0.0004870000121	0.09049999714	-11.73499966	0.04520000145	118.9400024	0.8000000119	country	3
Salt	Adam Hattaway and the Haunters	0.01159999985	0.5320000052	0.7979999781	0.0004870000121	0.09049999714	-11.73499966	0.04520000145	118.9400024	0.8000000119	indie	4
My Name	Adam Townsend	0.01530000009	0.4189999998	0.6710000038	0.2509999871	0.07729999721	-5.268000126	0.05240000039	74.39499664	0.6119999886	soul	5
My Name	Adam Townsend	0.01530000009	0.4189999998	0.6710000038	0.2509999871	0.07729999721	-5.268000126	0.05240000039	74.39499664	0.6119999886	indie	4
Only Heaven Knows	Adam Townsend	0.02459999919	0.4289999902	0.6650000215	0.0004330000083	0.2720000148	-4.820000172	0.02859999985	73.93399811	0.6090000272	soul	5
Only Heaven Knows	Adam Townsend	0.02459999919	0.4289999902	0.6650000215	0.0004330000083	0.2720000148	-4.820000172	0.02859999985	73.93399811	0.6090000272	indie	4
Beautiful Life	Adam Townsend	0.01649999991	0.4810000062	0.7649999857	0.000002839999979	0.09950000048	-6.227000237	0.0876000002	169.0189972	0.5389999747	soul	5
Beautiful Life	Adam Townsend	0.01649999991	0.4810000062	0.7649999857	0.000002839999979	0.09950000048	-6.227000237	0.0876000002	169.0189972	0.5389999747	indie	4
The River	Adam Townsend	0.06300000101	0.3459999859	0.5699999928	0.003419999965	0.1630000025	-5.695000172	0.03030000068	140.5160065	0.4169999957	soul	5
The River	Adam Townsend	0.06300000101	0.3459999859	0.5699999928	0.003419999965	0.1630000025	-5.695000172	0.03030000068	140.5160065	0.4169999957	indie	4
When We Were Young	Adele	0.34799999	0.3810000122	0.5939999819	0	0.09250000119	-5.96999979	0.0485999994	143.8600006	0.2730000019	r&b	6
When We Were Young	Adele	0.34799999	0.3810000122	0.5939999819	0	0.09250000119	-5.96999979	0.0485999994	143.8600006	0.2730000019	soul	5
Make You Feel My Love	Adele	0.8939999938	0.5519999862	0.1800000072	0.0003929999948	0.1049999967	-10.58300018	0.02930000052	76.99500275	0.08959999681	r&b	6
Make You Feel My Love	Adele	0.8939999938	0.5519999862	0.1800000072	0.0003929999948	0.1049999967	-10.58300018	0.02930000052	76.99500275	0.08959999681	soul	5
Someone Like You	Adele	0.8920000196	0.5590000153	0.3300000131	0	0.09749999642	-8.251000404	0.02850000001	135.1089935	0.2849999964	soul	5
Someone Like You	Adele	0.8920000196	0.5590000153	0.3300000131	0	0.09749999642	-8.251000404	0.02850000001	135.1089935	0.2849999964	r&b	6
Set Fire to the Rain	Adele	0.004079999868	0.6029999852	0.6700000167	0.000001679999968	0.1120000035	-3.881999969	0.02490000054	107.9929962	0.4460000098	soul	5
Set Fire to the Rain	Adele	0.004079999868	0.6029999852	0.6700000167	0.000001679999968	0.1120000035	-3.881999969	0.02490000054	107.9929962	0.4460000098	r&b	6
Chasing Pavements	Adele	0.2910000086	0.6159999967	0.4699999988	0	0.1110000014	-6.092000008	0.02529999986	80.02999878	0.3249999881	r&b	6
Chasing Pavements	Adele	0.2910000086	0.6159999967	0.4699999988	0	0.1110000014	-6.092000008	0.02529999986	80.02999878	0.3249999881	soul	5
Make You Feel My Love	Adele	0.9070000052	0.3170000017	0.1720000058	0.000383000006	0.1049999967	-10.63599968	0.0326000005	65.18000031	0.09629999846	soul	5
Make You Feel My Love	Adele	0.9070000052	0.3170000017	0.1720000058	0.000383000006	0.1049999967	-10.63599968	0.0326000005	65.18000031	0.09629999846	r&b	6
It's All About You	Adina Howard	0.08709999919	0.5789999962	0.4970000088	0.00001390000034	0.1710000038	-9.545999527	0.03790000081	175.973999	0.4160000086	r&b	6
Amoeba	Adolescents	0.00007970000297	0.2310000062	0.9620000124	0.001750000054	0.8029999733	-7.34100008	0.07530000061	189.2899933	0.5339999795	punk	8
Democracy	Adolescents	0.005439999979	0.6430000067	0.7369999886	0	0.05539999902	-7.916999817	0.03119999915	104.8270035	0.8889999986	punk	8
I Hate Children	Adolescents	0.0006840000278	0.3070000112	0.9419999719	0	0.324000001	-7.197999954	0.04839999974	148.1199951	0.6679999828	punk	8
Wrecking Crew	Adolescents	0.0005890000029	0.2329999954	0.8569999933	0.01620000042	0.1420000046	-10.35599995	0.07299999893	98.33799744	0.06849999726	punk	8
Take a Trip	Adrian Jean	0.126000002	0.7110000253	0.7889999747	0	0.09769999981	-2.892999887	0.059799999	130.0269928	0.4499999881	r&b	6
Take a Trip	Adrian Jean	0.126000002	0.7110000253	0.7889999747	0	0.09769999981	-2.892999887	0.059799999	130.0269928	0.4499999881	indie	4
As I Sleep (feat. Charlee)	Adrian Lux	0.0195000004	0.6940000057	0.824000001	0.04259999841	0.3269999921	-6.306000233	0.1609999985	123.0139999	0.202000007	indie	4
As I Sleep (feat. Charlee)	Adrian Lux	0.0195000004	0.6940000057	0.824000001	0.04259999841	0.3269999921	-6.306000233	0.1609999985	123.0139999	0.202000007	electronic	7
As I Sleep (feat. Charlee)	Adrian Lux	0.0195000004	0.6940000057	0.824000001	0.04259999841	0.3269999921	-6.306000233	0.1609999985	123.0139999	0.202000007	alternative	0
Sooner or Later (feat. Kaelyn Behr) - Nora En Pure Radio Edit	Adrian Lux	0.1710000038	0.6549999714	0.7580000162	0.003819999984	0.1870000064	-6.076000214	0.05260000005	119.9919968	0.1620000005	indie	4
Sooner or Later (feat. Kaelyn Behr) - Nora En Pure Radio Edit	Adrian Lux	0.1710000038	0.6549999714	0.7580000162	0.003819999984	0.1870000064	-6.076000214	0.05260000005	119.9919968	0.1620000005	electronic	7
Sooner or Later (feat. Kaelyn Behr) - Nora En Pure Radio Edit	Adrian Lux	0.1710000038	0.6549999714	0.7580000162	0.003819999984	0.1870000064	-6.076000214	0.05260000005	119.9919968	0.1620000005	alternative	0
Baby I'm For Real/ Natural High	After 7	0.08439999819	0.4560000002	0.6949999928	0	0.4990000129	-9.279000282	0.04960000142	157.0679932	0.3950000107	soul	5
Baby I'm For Real/ Natural High	After 7	0.08439999819	0.4560000002	0.6949999928	0	0.4990000129	-9.279000282	0.04960000142	157.0679932	0.3950000107	r&b	6
Heat Of The Moment	After 7	0.05220000073	0.6809999943	0.7659999728	0.00000134000004	0.2099999934	-10.87199974	0.0438000001	100.2160034	0.9129999876	r&b	6
Heat Of The Moment	After 7	0.05220000073	0.6809999943	0.7659999728	0.00000134000004	0.2099999934	-10.87199974	0.0438000001	100.2160034	0.9129999876	soul	5
Can't Stop - Remix	After 7	0.05350000039	0.8109999895	0.7710000277	0	0.3449999988	-7.559999943	0.04069999978	96.77899933	0.7450000048	r&b	6
Can't Stop - Remix	After 7	0.05350000039	0.8109999895	0.7710000277	0	0.3449999988	-7.559999943	0.04069999978	96.77899933	0.7450000048	soul	5
Bossa Nova Do Marilla	Ahmad Jamal	0.628000021	0.3560000062	0.25	0.02050000057	0.1140000001	-16.32600021	0.03579999879	203.0070038	0.6340000033	jazz	9
Swahililand	Ahmad Jamal	0.6690000296	0.3109999895	0.273999989	0.9319999814	0.1140000001	-25.00799942	0.04069999978	166.9250031	0.06480000168	jazz	9
Pavanne	Ahmad Jamal	0.8389999866	0.6480000019	0.27700001	0.851000011	0.08340000361	-15.76299953	0.03189999983	107.461998	0.6069999933	jazz	9
Sometimes I Feel Like A Motherless Child	Ahmad Jamal	0.0307	0.7889999747	0.3429999948	0.8640000224	0.08739999682	-16.74799919	0.05840000138	116.3389969	0.5630000234	jazz	9
Ivy	Ahmad Jamal Trio	0.4079999924	0.5139999986	0.2259999961	0.8529999852	0.1509999931	-24.08699989	0.09009999782	124.1179962	0.5040000081	jazz	9
One Love	Aiden	0.00007680000272	0.4850000143	0.8489999771	0.0001460000058	0.2910000086	-6.524000168	0.05339999869	146.0119934	0.3980000019	punk	8
One Love	Aiden	0.00007680000272	0.4850000143	0.8489999771	0.0001460000058	0.2910000086	-6.524000168	0.05339999869	146.0119934	0.3980000019	alternative	0
Die Romantic	Aiden	0.00001369999973	0.3810000122	0.9599999785	0.00003569999899	0.06469999999	-3.753999949	0.1299999952	119.9980011	0.55400002	alternative	0
